title,title_en,name,date,keywords,abstract,link,id
正面碰撞中基于中国人体尺寸的假人损伤响应研究*,Injury Responses of the Dummy Based on Chinese Anthropometric Data in Frontal Crash,"Yan Lingbo, Xie Wenna, Xu Wei, Cao Libo, Dai Hongliang & Zhang Kai",2019-03-25,"Chinese anthropometric data, dummy, vehicle frontal crash, injury responses, airbag parameters,","Key words: 
	                            																				                                       Chinese anthropometric data, 
	                                    	                            											                                        dummy, 
	                                    	                            											                                        vehicle frontal crash, 
	                                    	                            											                                        injury responses, 
	                                    	                            											                                        airbag parameters 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.03.008,768
基于驾驶员特性的主动避撞分级制动策略与验证*,Hierarchic Braking Strategy for Active Collision Avoidance and Its Verification Based on Drivers Characteristics,"Hu Yuanzhi, Yang Xicun, Liu Xi & Huang Ling",2019-03-25,"active collision avoidance, safe time headway model, time to collision, hierarchic braking, warning threshold,","Key words: 
	                            																				                                       active collision avoidance, 
	                                    	                            											                                        safe time headway model, 
	                                    	                            											                                        time to collision, 
	                                    	                            											                                        hierarchic braking, 
	                                    	                            											                                        warning threshold 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.03.009,769
基于外部动态环境的汽车碰撞危险估计算法研究*,A Study on Vehicle Collision Risk Estimation Algorithm Based on External Dynamic Environment,"Zhou Bing, Zhao Hua, Wu Xiaojian, Chen Xiaolong & Zeng Fanyi",2019-03-25,"emergency collision avoidance, dynamic road environment, uncertainty, crash probability prediction,","Key words: 
	                            																				                                       emergency collision avoidance, 
	                                    	                            											                                        dynamic road environment, 
	                                    	                            											                                        uncertainty, 
	                                    	                            											                                        crash probability prediction 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.03.010,770
基于弱磁控制的EPS模式切换中转矩波动的抑制*,The Suppression of Torque Fluctuation in Mode Switching of EPS Based on Flux-weakening Control,"Zhao Linfeng, Zhang Ruichen, Xie Youhao, Zhang Rongyun & Shen Xue",2019-03-25,"EPS, flux-weakening control, load torque observer, torque smooth switching module,","Key words: 
	                            																				                                       EPS, 
	                                    	                            											                                        flux-weakening control, 
	                                    	                            											                                        load torque observer, 
	                                    	                            											                                        torque smooth switching module 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.03.011,771
电动轮汽车电液复合制动方向稳定性分层控制*,A Study on Hierarchical Control of Directional Stability of Electric-wheel Vehicle with Electro-hydraulic Braking,"Ma Jinlin, Wang Xinfei, Zhang Houzhong, Jiang Haobin & Xu Xing",2019-03-25,"electric-wheel vehicle, electro-hydraulic braking, directional stability, hierarchical control,","Key words: 
	                            																				                                       electric-wheel vehicle, 
	                                    	                            											                                        electro-hydraulic braking, 
	                                    	                            											                                        directional stability, 
	                                    	                            											                                        hierarchical control 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.03.012,772
分布式驱动电动汽车复合制动系统转矩分配控制策略仿真*,Simulation on Control Strategy for Torque Distribution of Compound Brake System in a Distributed Drive Electric Vehicle,"Du Ronghua, Mi Siyu, Hu Lin & Meng Can",2019-03-25,"distributed drive electric vehicle, compound brake system, torque distribution, braking stability,","Key words: 
	                            																				                                       distributed drive electric vehicle, 
	                                    	                            											                                        compound brake system, 
	                                    	                            											                                        torque distribution, 
	                                    	                            											                                        braking stability 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.03.013,773
考虑温度影响和滞回效应的锂电池特性建模*,Modeling of Lithium Battery Characteristics Considering the Influence of Temperature and Hysteresis Effect,"Song Kai, Chen Xu & Cheng Aiguo",2019-03-25,"lithium battery, OCV, SOC, hysteresis effect,","Key words: 
	                            																				                                       lithium battery, 
	                                    	                            											                                        OCV, 
	                                    	                            											                                        SOC, 
	                                    	                            											                                        hysteresis effect 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.03.014,774
基于时间系数的单点预瞄驾驶员模型分析*,The Analysis of Single-point Preview Driver Model Based on Time Coefficient,"Ma Fangwu, She Shuo, Wu Liang, Wang Jiawei, Shi Jinzhu & Dai Kai",2019-03-25,"driver model, single-point preview, time coefficient,","Key words: 
	                            																				                                       driver model, 
	                                    	                            											                                        single-point preview, 
	                                    	                            											                                        time coefficient 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.03.015,775
基于动态摩擦因数磨损系数的先进高强钢模具寿命研究*,A Study on AHSS Die Life Based on Dynamic Friction and Wear Coefficients,Nie Xin & Wang Chenglong,2019-03-25,"die wear, friction coefficient, wear coefficient, die life,","Key words: 
	                            																				                                       die wear, 
	                                    	                            											                                        friction coefficient, 
	                                    	                            											                                        wear coefficient, 
	                                    	                            											                                        die life 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.03.016,776
基于效用函数理论的车身PP夹芯板结构参数优化与应用研究*,A Study on Parametric Optimization of PP Core Sandwich Structure and Its Application to Car Body Based on Utility Function Theory,"Cui An, Chen Chong, Zhang Shiguang, Yu Duonian, Zhang Han, Sun Wenlong & Hao Yuxing",2019-03-25,"PP sandwich panel, utility function theory, parametric optimization, finite element simulation, fire wall,","Key words: 
	                            																				                                       PP sandwich panel, 
	                                    	                            											                                        utility function theory, 
	                                    	                            											                                        parametric optimization, 
	                                    	                            											                                        finite element simulation, 
	                                    	                            											                                        fire wall 
	                                    	                                                            ",https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2019.03.017,777
基于通行规则模型的自动驾驶仿真场景构建研究,Research on Construction of Autonomous Driving Simulation Scenario Based on the Traffic Rule Model,"Mingyue Ma,Zelin Miao,Weiqing Wang,Guangming Zhao,Changjun Wang",2025-08-18,"automated driving,test scenarios,simulation test,road traffic rules,",In this paper， a universal and extensible description model for natural language road traffic rules is proposed， which transforms the language description of traffic rules into logical propositions through ontology methods. Then a unified road traffic rule element layer based on design operation domain and dynamic driving task is established. A road traffic rule test boundary recognition model that matches the system design operation domain and dynamic driving task is constructed， and a scenario design method based on the road traffic rule description model is proposed. The test verification of two automated driving systems shows that the road traffic rule scenario design method proposed in this paper can achieve high-coverage of road traffic rule compliance testing based on limited test cases， reduce invalid testing caused by mismatch between the system under test and the test scenario， and effectively identify situation that does not comply with road traffic rules.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.001,778
面向自动驾驶仿真的动态驾驶环境拓扑建模方法研究,Research on Topology Modeling Method of Dynamic Driving Environment for Automated Driving Vehicle Simulation,"Xin Jia,Qiang Zhang,Zhiheng Zhang,Jinpeng Gao,Hsin Guan",2025-08-18,"automated driving system,dynamic driving environment,graph database,topological psychology,Gestalt psychology,",To meet the requirements of simulation tools for automated driving system development， for the lack of complete and concise expression models and fast indexing methods for the driving related information in complex traffic scenarios， a dynamic driving environment modeling method based on topological psychological principles is proposed. With the environment representation model based on humanlike thinking patterns and the information storage and indexing methods based on humanlike memory patterns， effective organization， management， and rapid screening and extraction of environmental information required for driving decisions can be achieved. The model can be used for both traffic simulation and automated driving system. Two dynamic driving environment models of typical scenarios are established in VTD， and the effectiveness of the proposed method is verified.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.002,779
基于量子密钥的无人机辅助车辆认证方案,Quantum Key-Based UAV-Assisted Vehicle Authentication Scheme,"Teng Cheng,Ziang Cao,Xianli Xie,Xinyu Hong,Ze Yang,Qin Shi",2025-08-18,"quantum key,VANET,identity authentication,PUF,",With the rapid development of vehicle-road-cloud integration， Road Side Units （RSUs） have become increasingly significant in communication within Vehicular Ad-hoc Networks （VANETs）. When RSUs malfunction， unmanned aerial vehicles （UAVs）， leveraging their rapid deployment and flexibility， can swiftly serve as temporary mobile base stations. Given the open and dynamically changing network structure for communication between UAVs and vehicles， achieving secure communication and lightweight authentication is an urgent issue that needs to be addressed. Therefore， in this paper a hybrid encryption method based on quantum symmetric keys and Physical Unclonable Functions （PUFs） is proposed to ensure the security of information transmission and enable tracing of malicious UAVs or vehicle identities. Performance analysis shows that， compared to other lightweight authentication schemes， the proposed solution reduces computational overhead by approximately 5.82%-63.28% for vehicles and by around 43.98%-65.98% for UAVs.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.003,780
基于驾驶人认知决策空间的换道意图预测,Prediction of Lane Change Intention Based on Driver's Cognitive-Making Space,"Qinyu Sun,Hang Zhou,Rui Fu,Chang Wang,Tao Huang,Junfeng Yang,Yunhao Wang",2025-08-18,"intelligent vehicle,lane change intention,cognitive-making space,visual properties,image detection,deep learning,",The key to human-machine collaboration in intelligent vehicles is to focus on people. Lane changing is one of the most basic driving tasks. Accurately and efficiently predicting the driver's lane changing intention is crucial to the development of humanized human-machine collaboration. Based on the theory of driver cognitive-making space， in this paper the driver's lane changing intention prediction experiment is designed. The relationship between vehicle operation data， driver's visual characteristics and driving scenes is analyzed， and a topological relationship diagram between the driver's gaze area and the driving scene is generated. Then the driver's lane changing intention prediction model dataset with different time windows is constructed. Based on the inverse residual deep separable convolution of the ConvNeXt （convolutional network） model， combined with the attention mechanism ECA （efficient channel attention）， ConvLSTM （convolutional long short term the memory） network and GCN （graph convolutional networks） figure structure， a predictive model of driver intention lane changing based on attention mechanism is built. The results show that when the time width of the data set is 3 s， the prediction accuracy of the model is the best， which is 91.15%， and the superior performance of the proposed driver lane change intention prediction model based on attention mechanism is fully verified by comparison and ablation experiments.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.004,781
基于MobileViT模型和光流融合的驾驶人行为识别,Driver Behavior Recognition Method via MobileViT Model and Optical Flow Fusion,"Huizhi Xu,Jianzhao Zhang,Xiancai Jiang,Chengju Song",2025-08-18,"driver behavior recognition,optical flow algorithm,MobileViT,multi-scale feature fusion,",Based on the MobileViT algorithm， a novel driver behavior recognition model of Mse-MViT model is proposed in this paper， which integrates Convolutional Neural Networks （CNNs） with Transformers. The model uses the optical flow algorithm for recursive image processing， enabling the extraction of key frame sequences from the initial frame to the apex frame of a video clip to effectively capture driver motion information. A self-constructed Driver-vior dataset is introduced. Through multi-scale feature fusion， an SE attention mechanism， and dual-branch architecture， the model achieves comprehensive integration of motion cues with global and local image features. The experimental results show that the Mse-MViT model achieves a driver behavior recognition accuracy of 95.83%， exhibiting superior performance and robustness. Furthermore， comparative experiments conducted on the State Farm dataset show a 2.5% improvement in accuracy， validating the generalization capability and effectiveness of the proposed method.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.005,782
自动驾驶车辆轨迹跟踪避撞的扩散强化学习方法研究,Research on Diffusion Reinforcement Learning Method for Vehicle Trajectory Tracking and Collision Avoidance of Autonomous Vehicles,"Junjie Zhao,Yinuo Wang,Jiang Wu,Sichao Wu,Changdi Zou,Hongda Wang,ShengboEben Li,Fei Ma,Jingliang Duan",2025-08-18,"trajectory tracking,active collision avoidance,distributional reinforcement learning,diffusion model,",The intelligence of autonomous vehicles is key to upgrading of the automotive industry， where trajectory tracking and collision avoidance technologies are crucial for ensuring vehicle safety. In this paper， for the problem of insufficient exploration of existing reinforcement learning control methods， a diffusion reinforcement learning algorithm is proposed. By combining diffusion models with reinforcement learning frameworks and replacing traditional policy networks with diffusion generative policy networks， introducing the multimodal distribution matching capability of diffusion models into reinforcement learning， and combining it with the distributional soft actor-critic algorithm， a diffusion distributional actor-critic algorithm （DDAC） is proposed. Simulation and real-vehicle experiments demonstrate that the proposed algorithm exhibits high exploration efficiency， with real vehicle lateral tracking error less than 0.03 m and velocity tracking error less than 0.05 m/s， verifying the superiority of the algorithm.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.006,783
基于人机博弈的驾驶权接管控制策略,Takeover Control Strategy Based on Human-Machine Game,"Yingkui Shi,Chuan Hu,Jianzhong Zou,Xi Zhang",2025-08-18,"autonomous driving,takeover control,non-zero differential game,exponential-trigonometric optimization algorithm,",Level 3 conditional autonomous driving systems can independently execute driving tasks in certain specific situation， allowing human drivers to get involved in tasks unrelated to driving. However， when the system sends out a takeover request， achieving a smooth transition from automatic to manual vehicle control during the driver's state recovery process is a key concern in current autonomous driving application. In this paper， for the takeover process of human driver in L3 autonomous driving， a human-machine non-zero-sum differential game framework is constructed for the authority transition based on the takeover behavior of human driver upon the system's takeover request and an event-triggered adaptive dynamic programming control algorithm is developed based on critic-only structure. By solving the driving strategies under the coupled control objectives of both players and designing exponential-trigonometric optimization algorithm-based flexible authority transfer strategy， a safe and stable switch between automatic and manual driving is achieved. The results show that the proposed takeover strategy has better obstacle avoidance performance and more stable vehicle motion than rigid takeover method.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.007,784
基于主观先验强化学习的汽车环岛驾驶决策,Intelligent Vehicle Decision for Roundabouts Based on Subjective Prior Reinforcement Learning,"Jian Wu,Yukang Shi,Bing Zhu,Jian Zhao,Zhicheng Chen",2025-08-18,"intelligent vehicles,roundabout scenarios,driving decision,subjective prior,reinforcement learning,",For the safety problems faced by intelligent vehicles in complex and highly interactive roundabout scenarios， a driving decision strategy based on Subjective Prior Deep Reinforcement Learning （SPDRL） is proposed. Firstly， a roundabout scenario model that includes the vehicle's longitudinal and lateral coupled action space， multi-scale information state space， and multi-objective reward function is constructed. Next， the Soft Actor-Critic （SAC） algorithm optimized with human preference reinforcement learning theory is used to design a driving decision strategy that considers the prior cognition of agent behavior risks. A self-learning subjective risk classifier， based on a multilayer perceptron， is applied to evaluate the prior cognition of agent behavioral risks and guide the driving decisions towards safer outcome. Finally， tests and verification are carried out using the CARLA simulation environment. The results show that the proposed strategy improves the safety performance of driving decisions by approximately 8.73% in roundabout scenarios compared to the standard SAC algorithm.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.008,785
基于云控分层架构的电动重型货车预测性节能巡航控制研究,Research on Predictive Energy-Saving Cruise Control for Electric Heavy Trucks Based on Cloud-Controlled Hierarchical Architecture,"Keke Wan,Fachao Jiang,Shuyan Li,Wei Zhong,Luyao Wang,Ao Zhang,Bolin Gao",2025-08-18,"predictive energy-saving cruise control,cloud-controlled hierarchical architecture,dynamic programming algorithm,coasting in neutral,power system and speed collaborative planning,",With the continuous development of vehicle-road-cloud integration systems， cloud-controlled energy-saving technologies for intelligent connected vehicles have become a key focus for industrial application. However， the existing energy-saving control technologies for electric heavy-duty trucks exhibit two primary deficiencies. On the one hand， there is lack of cloud-controlled hierarchical architecture design specifically tailored for energy-efficient driving application. On the other hand， current energy-saving speed optimization research based on road gradient information does not fully consider the characteristics of electric heavy-duty truck power systems， such as regenerative braking energy recovery and coasting， constraining the energy-saving performance of such systems. To address these challenges， in this study a predictive energy-saving cruise control system for electric heavy-duty trucks based on the cloud-controlled hierarchical architecture is proposed. Firstly， the system architecture for energy-efficient driving application is designed based on the principles of cloud control system， and a rolling optimization control method for vehicle-cloud collaboration is proposed. Secondly， leveraging cloud-based gradient information and the energy consumption model of electric heavy-duty trucks， an energy-saving cruise control algorithm is developed that integrates economic speed， coasting， and regenerative braking energy recovery into coordinated planning. The algorithm constructs a state space under heterogeneous hierarchical densities and employs state-point approximation to solve the dynamic programming problem. Finally， the planning performance of the proposed algorithm is analyzed and validated under typical uphill and downhill conditions， demonstrating significant predictive energy-saving driving characteristics. Additionally， comparative simulation using real road gradient data is conducted against traditional energy-saving cruise control algorithms. The results show that the proposed algorithm achieves a 4.29% improvement in energy-saving efficiency by incorporating coasting operation， highlighting the potential of coasting in energy-saving control for electric heavy-duty trucks. A cloud-controlled hierarchical platform is constructed to comprehensively validate the system architecture and energy-saving performance. The results from 200 km of effective testing show that the proposed system achieves a maximum energy-saving efficiency of 8% compared to constant-speed cruise control， and an energy-saving rate of 1.62%-3.40% compared to manual driving. The above findings show that the cloud-controlled predictive energy-saving cruise control system has significant energy-saving potential and can comprehensively enhance the energy-efficient driving capabilities of vehicles and drivers， providing substantial value for industrial application.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.009,786
面向车载异构平台的多帧视图变换全景影像拼接算法,Panoramic Image Stitching Algorithm with Multi-frame-based View Transformation for Vehicle Heterogeneous Platform,"Lijuan Chen,Kaixin Wang,Lei Wu,Jiawei Lu,De Wu",2025-08-18,"panoramic image stitching,perspective transformation,image super-resolution,image fusion,",Surround View System in ADAS （Advances Driver Assistance System） can effectively eliminate the driver's blind spots and reduce the accident rate. However， most existing vehicular panoramic imaging systems suffer from issues such as poor image quality， lack of smoothness， and low real-time performance. In this paper focusing on optimizing the image edge quality and algorithm real-time performance， a panoramic image-stitching algorithm based on multi-frame view transformation is proposed. Firstly， to solve the problem of reduced edge clarity and resolution of the fisheye camera correction image， the VDSR model is proposed to reconstruct the correction image. Secondly， a multi-frame-based view transformation algorithm is proposed， which accomplishes image perspective transformation while simultaneously performing image stitching， thereby reducing the algorithm's execution time. Additionally， motion compensation is applied to map adjacent frame fisheye images into the panoramic image， enhancing image quality. The vehicle experiments conducted on the in-vehicle heterogeneous platform show that compared with the single-frame view transformation， the panoramic images generated by the method proposed in this paper have improved by 2.27 dB and 0.022 in PSNR and SSIM indicators respectively， with the image output frame rate reaching 30 FPS， significantly enhancing the subjective visual quality of the panoramic images while ensuring real-time performance.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.010,787
基于金属相变材料储热的严寒地区电动客车热管理系统研究,Research on Thermal Management System of Electric Buses for Extreme Cold Regions Based on Thermal Energy Storage with Metallic Phase Change Material,"Peng Xie,Zhenhao Cai,Ruilin Luo,Jingfei Wang,Cheng Lin",2025-08-18,"thermal energy storage,electric bus,vehicle thermal management,metallic phase change material,",For the problems faced by electric buses in cold regions during winter operation， such as severe reduction in driving range and excessively long preheating time， this research breaks through the limitation of traditional low-temperature thermal management technologies and proposes a vehicle thermal management solution based on thermal energy storage （TES） with metallic phase change material. A phase change TES device made of aluminum-silicon alloy for cold working conditions is designed. Then based on vehicle system simulation， the influence of capacity configuration of TES device on vehicle low-temperature performance is analyzed. The results indicate that the TES device has a mass energy density of 235 W·h/kg and a volume energy density of 429 W·h/L， whose energy storage cost is only 5%~20% of that of lithium-ion battery systems. Besides， at -40 ℃， adding a 110 kW·h TES device can increase the driving range by 115.5% and adding an 8 kW·h TES device can shorten the warm-up time by 65%. This study provides a new thermal management paradigm with both technical feasibility and economical rationality for the large-scale promotion of electric buses in cold regions， and is of great significance for promoting the comprehensive electrification of public transport in high latitude regions.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.011,788
四轴重载无人车辆电液全轮转向系统设计与路径跟踪方法研究,Design and Path Tracking Method of Electrohydraulic All-Wheel Steering Systems for Four-Axle Heavy-Duty Unmanned Vehicles,"Yi Chen,Xiangyu He,Xiliang Zhou,Houlu Fan,Zhuoyu Wu",2025-08-18,"four-axle heavy-duty vehicle,unmanned driving,electrohydraulic AWSS,path tracking,",Four-axle heavy-duty unmanned vehicles （FHUVs） is a new type of special engineering vehicle characterized by multiple axles， high load bearing and large turning radii； thus， research on all-wheel steering system （AWSS） has become challenging. In this paper， an electrohydraulic AWSS for a new type of FHUV is designed， and path-tracking methods are researched. Firstly， a two-degree-of-freedom model （2-DOF） of a FHUV is constructed， and a new type of electrohydraulic AWSS is designed on the basis of analysis of the steering resistance and axle structure. Then， a path tracking method based on a preview control sliding mode controller （PSMC） is proposed to achieve precise control of the four-axle wheel angle of the vehicle. Finally， on the basis of different working conditions， the research content of this study is verified via a joint simulation model. In order to verify the stability and feasibility of the electrohydraulic steering system， an experimental platform is built， which demonstrates the good dynamic performance of the system.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.012,789
平面搭接自冲铆接铝合金接头的成形质量和力学性能研究,Research on the Forming Quality and Mechanical Properties of Flat-Surface-Overlapped Self-piercing Riveted Aluminum Alloy Joints,"Chao Wang,Wanyuan Yu,Aiguo Cheng,Zhicheng He,Tao Chen",2025-08-18,"aluminum,FS-SPR,forming quality,mechanical properties,finite element simulation,",A flat-surface-overlapped self-piercing riveting （FS-SPR） process is proposed to improve the joint quality in joining thick aluminum alloy sheets using self-piercing riveting （SPR）. Firstly， five different joints are fabricated to study the effect of riveting distance， overlap distance， and overlap surface type. Secondly， the mechanical properties and failure behavior under quasi-static and fatigue loads of FS-SPR joints are investigated through quasi-static and fatigue tests. Finite element simulation is conducted to study the forming mechanism of the FS-SPR process and explore the influence of process parameters on the forming quality of the FS-SPR joints with an inclined overlap surface. The results show that J1， J3， and J4 joints can form good mechanical interlock， while joint J2 fails to form mechanical interlock due to inadequate lower sheet thickness， and J5 joint experiences rivet bending due to large stack thickness. The simulation result shows that the overlap length needs to exceed 40 mm， the riveting position should be to the right of the middle， and the optimization of sheet thickness and rivet length is necessary to improve forming quality. Well-designed J1 and J3 joints outperform the traditional overlapped J5 joint. The peak force and energy absorption of J5 joint are 1.7% and 28.6% lower than J1 joint， and 10.7% and 6.4% lower than J3 joint， respectively. When subjected to the same load level， the fatigue life of J3 joint is on average 70% higher than that of J5 joint.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.013,790
面向大角度座椅研发的后倾坐姿乘员损伤仿生模型开发及验证,Development and Validation of Injury Bionic Models for Occupants in Reclined Seating Posture for Large-Angle Seat Design,"Haiyan Li,Shengjiao Zhang,Yanxin Wang,Xinyu Zhang,Shihai Cui,Lijuan He,Wenle Lü",2025-08-18,"reclined occupants,injury biomechanic model,the 5<sup>th</sup> percentile Chinese female,the 50<sup>th</sup> percentile Chinese male,large-angel seat,",The rapid promotion of intelligent vehicles has expanded application scenarios for large-angle zero-gravity seats， presenting new challenges for the design of occupant restraint system. For the limitation of current crash test dummies in assessing occupant safety in reclined seating postures， based on the TUST IBMs F05 （5th percentile female） and TUST IBMs M50 （50th percentile male） occupant injury bionic models， a biomimetic model of occupant injury in reclined seating postures is developed in this study through posture adjustment reconstruction. The effectiveness of the model is verified by reconstructed cadaver tests. The test results indicate that the displacement-time curves of both models fall within the cadaveric response corridors. Additionally， the models accurately represent the thoracolumbar spine and pelvis geometry of the human body， while also exhibiting detailed soft tissue structures with high geometric realism and good mesh quality. With a high level of biofidelity， this model provides reliable baseline data for studying the injury mechanisms of reclined occupants in crashes， as well as for developing safety protection strategies and related regulations. Furthermore， it serves as an efficient computational tool for the development， safety assessment， and comfort evaluation of large-angle automotive seats.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.014,791
基于GAN-FCNN数据增强的特种车辆声品质预测研究,Research on Sound Quality Prediction of Special Vehicles Enhanced with GAN-FCNN Data,"Kun Qian,Xikang Du,Yanfu Wang,Jiying Duan,Ke Liu,Jing Tan,Zhenghua Shen,Jian Zhao",2025-08-18,"data enhancement,special vehicle,sound quality,GAN,oversampling,",For the special vehicle sound quality prediction， the cost of collecting noise samples is high， and only a small number of sample sets can be obtained after sample processing， lacking sufficient noise samples， which affects the model accuracy during the training of various prediction models. In this paper， a GAN-FCNN network is established， and a four-layer fully connected layer is used to construct a generator and discriminator for adversarial training， and a pseudo-sample set is generated. The enhanced sample set is introduced into the LASSO linear regression model and the RF， BP and PSO optimization models respectively for regression prediction. Through verification， the prediction accuracy and performance of the models are improved. Compared with the traditional oversampling algorithm， the GAN-FCNN network has higher accuracy， which is more suitable for sample expansion in the establishment of special vehicle sound quality prediction model.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.015,792
基于改进无延迟频域算法的汽车风噪主动控制研究,Research on Active Control of Automotive Wind Noise Based on Improved Delayless Frequency Domain Algorithm,"Huijun Ji,Chihua Lu,Wan Chen,Zhien Liu,Ying Wang,Yongliang Wang,Menglei Sun",2025-08-18,"automobile wind noise,active control of wind noise,delayless frequency domain algorithm,secondary path equalization,variable step size in frequency segmentation,",Wind noise is one of the main sources of interior noise in high-speed driving of new energy vehicles. Wind noise control by traditional structural design has problems such as difficulty in control and unclear noise reduction effect. In this article， an improved delayless frequency domain filtering active noise control algorithm based on secondary path equalization and frequency domain segmented variable step size method. This algorithm has the characteristics of lower computational complexity and less frequency dependence on system noise reduction performance compared to traditional filtering minimum mean square （FxLMS） algorithms， and can achieve good noise reduction effect over a wide frequency range. A dual channel simulation model of the algorithm is built in SIMULINK to simulate the noise reduction control effect of broadband wind noise， and a wind noise active control test bench is set up in a semi anechoic chamber for testing and verification. The results show that based on the wind noise data measured in real vehicles under high-speed conditions， the improved delayless frequency domain filtering algorithm proposed in this paper has significantly better noise reduction effect than the traditional FxLMS algorithm， with the noise reduction of about 9.42 dB（A） and 8.81 dB（A） at two target positions. This research result can provide new ideas and methods for active control and application of automotive wind noise.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.016,793
轻量化铝陶制动盘在新能源汽车上的应用研究,Research on the Application of Lightweight Aluminum-Ceramic Brake Discs in New Energy Vehicles,"Liuxu Cao,Henghu Wang,Shuhai Huo,Qiuer Chen,Lexiao Tao,Yiming Ma,Xiaofeng Yang,Xin Ding,Zhaoru Jiang,Chunxuan Liu,Qingsong Dai,Xiaoyong Zhang",2025-08-18,"aluminum-ceramic brake disc,bench test,road trial,corrosion resistance,",In the context of carbon peaking and carbon neutrality， the demand for lightweight in new energy vehicles is increasingly urgent. As a critical component， the lightweight design of brake discs not only reduces unsprung weight but also enhances the vehicle energy efficiency and handling. Compared with the traditional cast iron brake discs， aluminum ceramic brake discs have obvious advantages in terms of comprehensive performance， and also show a certain degree of competitiveness in terms of production efficiency and cost-effectiveness， gradually becoming an alternative choice for the industry to focus on. However， there is limited research on bench tests and road tests of aluminum-ceramic brake discs under real working conditions and the performance evaluation of them in new energy vehicles is not comprehensive. Therefore， in this study the performance of aluminum-ceramic brake discs is comprehensively verified and analyzed for the first time through bench tests， road trials， and corrosion resistance tests. The results show that aluminum-ceramic brake discs outperform cast iron discs in terms of friction coefficient stability， with a nominal coefficient maintained between 0.3 and 0.35. Additionally， the aluminum-ceramic brake discs can withstand temperature up to 500 ℃， significantly higher than previously reported. During a long downhill test in the Heishan Valley， with energy recovery turned off， the maximum temperature of the aluminum-ceramic front and rear brake discs is 83 and 108 ℃ lower， respectively， than those of cast iron brake discs. The road trials and corrosion resistance tests show that aluminum-ceramic brake discs perform excellently in terms of noise， vibration， wear resistance， and corrosion resistance， with an estimated service life of up to 1 million kilometers， demonstrating good adaptability， reliability， and durability in extreme environment and road conditions. This research not only provides a more reliable braking system solution for new energy vehicles but also contributes to energy-saving and emission reduction， promoting sustainable development of the new energy vehicles.,https://www.qichegongcheng.com/CN/10.19562/j.chinasae.qcgc.2025.08.017,794
